target,iteration,num_features,r2,rmse,mae,r2_drop,r2_drop_iteration,removed_features,audio_count,text_count,sentiment_count,embeddings_count
popularity,17,244,0.13951254513464384,1.3676633308289206,1.1695888855407799,0.0009719278613888882,-0.0011492751963737557,"['embedding_305', 'embedding_27', 'embedding_70', 'embedding_140', 'embedding_148', 'embedding_125', 'embedding_258', 'embedding_357', 'embedding_220', 'embedding_120']",21,5,1,217
popularity,18,234,0.1406844988252689,1.3667316587846094,1.1670471816694297,-0.0002000258292361723,-0.0011719536906250605,"['embedding_139', 'embedding_131', 'embedding_294', 'embedding_366', 'embedding_121', 'embedding_201', 'embedding_149', 'embedding_183', 'embedding_332', 'embedding_82']",21,5,1,207
popularity,19,224,0.14057664141972082,1.36681742908973,1.168488784925019,-9.21684236880882e-05,0.0001078574055480841,"['embedding_259', 'embedding_4', 'embedding_64', 'embedding_177', 'embedding_147', 'embedding_254', 'embedding_185', 'embedding_186', 'embedding_40', 'embedding_271']",21,5,1,197
popularity,20,214,0.14017870990126013,1.3671338254180563,1.1677601990046595,0.0003057630947725931,0.0003979315184606813,"['embedding_257', 'embedding_239', 'embedding_187', 'embedding_262', 'embedding_143', 'embedding_205', 'embedding_216', 'embedding_58', 'polarity', 'embedding_208']",21,5,0,188
popularity,21,204,0.1392499179465474,1.3678720254301375,1.1692712064470576,0.0012345550494853308,0.0009287919547127377,"['embedding_363', 'embedding_78', 'embedding_274', 'embedding_369', 'embedding_320', 'embedding_23', 'embedding_246', 'embedding_18', 'embedding_260', 'embedding_364']",21,5,0,178
popularity,22,194,0.13968754706528252,1.3675242492581223,1.1677425910303223,0.000796925930750203,-0.0004376291187351278,"['embedding_181', 'embedding_327', 'embedding_109', 'embedding_263', 'embedding_229', 'embedding_42', 'embedding_144', 'embedding_324', 'embedding_358', 'embedding_165']",21,5,0,168
popularity,23,184,0.13930206165091197,1.3678305923845633,1.1695133106853346,0.0011824113451207596,0.0003854854143705566,"['embedding_381', 'embedding_190', 'embedding_251', 'embedding_154', 'embedding_289', 'embedding_28', 'embedding_193', 'embedding_343', 'embedding_269', 'embedding_129']",21,5,0,158
popularity,24,174,0.14074218700870922,1.3666857818105296,1.1657610303965416,-0.00025771401267649097,-0.0014401253577972506,"['embedding_106', 'embedding_266', 'embedding_85', 'embedding_325', 'embedding_301', 'embedding_44', 'embedding_228', 'embedding_99', 'embedding_93', 'embedding_370']",21,5,0,148
popularity,25,164,0.13889311709625762,1.3681555033783765,1.1706506028084238,0.0015913558997751043,0.0018490699124515952,"['embedding_163', 'embedding_240', 'embedding_132', 'embedding_278', 'embedding_382', 'embedding_158', 'embedding_295', 'embedding_306', 'embedding_157', 'embedding_5']",21,5,0,138
popularity,26,154,0.13985522274695283,1.367390976902408,1.1650092637083833,0.0006292502490798935,-0.0009621056506952108,"['embedding_52', 'embedding_215', 'embedding_151', 'embedding_211', 'embedding_375', 'embedding_41', 'embedding_217', 'embedding_321', 'embedding_123', 'embedding_348']",21,5,0,128
popularity,27,144,0.14074578979262276,1.366682916617664,1.1661122703309175,-0.0002613167965900276,-0.0008905670456699211,"['embedding_242', 'embedding_49', 'embedding_233', 'embedding_209', 'embedding_312', 'embedding_76', 'embedding_270', 'embedding_221', 'embedding_133', 'embedding_309']",21,5,0,118
popularity,28,134,0.13914077710264605,1.3679587439667953,1.1662636689322567,0.001343695893386676,0.0016050126899767037,"['embedding_354', 'embedding_63', 'embedding_184', 'embedding_313', 'embedding_167', 'embedding_159', 'embedding_173', 'embedding_334', 'embedding_14', 'embedding_288']",21,5,0,108
popularity,29,124,0.13898644750935985,1.3680813581236173,1.1696450705454275,0.0014980254866728826,0.00015432959328620655,"['embedding_318', 'embedding_359', 'embedding_328', 'embedding_69', 'embedding_244', 'embedding_372', 'embedding_253', 'embedding_51', 'embedding_56', 'embedding_108']",21,5,0,98
popularity,30,114,0.1406562413075113,1.3667541302322757,1.1665665241965453,-0.00017176831147858174,-0.0016697937981514643,"['embedding_176', 'embedding_326', 'embedding_247', 'embedding_304', 'embedding_81', 'embedding_17', 'embedding_48', 'embedding_230', 'embedding_225', 'embedding_224']",21,5,0,88
popularity,31,104,0.14005882929846858,1.3672291284285092,1.1681889679034776,0.00042564369756414866,0.0005974120090427304,"['embedding_377', 'embedding_53', 'embedding_245', 'embedding_340', 'embedding_373', 'embedding_100', 'embedding_298', 'embedding_37', 'embedding_35', 'embedding_213']",21,5,0,78
popularity,32,94,0.1394492687052331,1.3677136158509868,1.164882054157776,0.0010352042907996184,0.0006095605932354697,"['embedding_199', 'embedding_83', 'embedding_21', 'embedding_107', 'embedding_307', 'embedding_276', 'embedding_127', 'embedding_175', 'embedding_138', 'embedding_380']",21,5,0,68
popularity,33,84,0.14027186666168157,1.367059762813702,1.1663219650898589,0.00021260633435116194,-0.0008225979564484565,"['embedding_275', 'mode', 'embedding_203', 'embedding_252', 'embedding_374', 'embedding_137', 'embedding_122', 'embedding_8', 'embedding_74', 'embedding_243']",20,5,0,59
popularity,34,74,0.13876351820091515,1.3682584550412042,1.1700323469344012,0.0017209547951175796,0.0015083484607664177,"['embedding_0', 'embedding_77', 'embedding_119', 'embedding_75', 'embedding_145', 'embedding_352', 'embedding_255', 'embedding_46', 'embedding_142', 'embedding_283']",20,5,0,49
popularity,35,64,0.13965244046454883,1.3675521511197564,1.1688943450411176,0.000832032531483895,-0.0008889222636336847,"['embedding_329', 'embedding_104', 'embedding_98', 'embedding_355', 'embedding_20', 'embedding_287', 'embedding_338', 'embedding_322', 'embedding_10', 'embedding_361']",20,5,0,39
popularity,36,54,0.1395670561309469,1.3676200101093123,1.165545276215653,0.0009174168650858405,8.538433360194553e-05,"['embedding_204', 'embedding_36', 'embedding_11', 'embedding_29', 'embedding_232', 'embedding_235', 'embedding_1', 'embedding_218', 'genre_Blues', 'embedding_356']",19,5,0,30
popularity,37,44,0.1394444164435713,1.3677174718090066,1.1684944945000109,0.0010400565524614214,0.00012263968737558084,"['genre_Jazz', 'embedding_314', 'genre_Hip-Hop', 'embedding_299', 'embedding_9', 'embedding_280', 'embedding_319', 'embedding_169', 'embedding_39', 'embedding_95']",17,5,0,22
popularity,38,34,0.13850537183648337,1.3684635000488226,1.1667829955718763,0.001979101159549357,0.0009390446070879355,"['embedding_96', 'embedding_136', 'embedding_80', 'embedding_118', 'avg_word_length', 'tempo', 'embedding_194', 'embedding_284', 'embedding_248', 'embedding_16']",16,4,0,14
popularity,39,24,0.1376919379273348,1.3691094077181056,1.1690411329662431,0.002792535068697921,0.0008134339091485643,"['embedding_111', 'embedding_315', 'embedding_110', 'embedding_66', 'embedding_62', 'embedding_291', 'embedding_323', 'embedding_31', 'embedding_238', 'embedding_198']",16,4,0,4
popularity,40,20,0.13607354251029746,1.3703935901454352,1.1731385013559494,0.004410930485735265,0.0016183954170373438,"['genre_R&B', 'embedding_223', 'embedding_102', 'genre_Classical']",14,4,0,2
